Code,Category,Device Id,Brand Name,Part Number,Part Name,Added,Buyer Code,a_yyy,Max of grade a-yyy,b_nyy,Max of grade b-nyy,c_yny,Max of grade c-yny,d_nny,Max of grade d-nny,e_yyn,Max of grade e-yyn,f_nyn,Max of grade f-nyn,g_ynn,Max of grade g-ynn,h_nnn,Max of grade h-nnn,Released Date,Grand Total
10627,Cell Phone,EE8F805D-B726-4F98-B8F0-11B42826F39B,Apple,A1863,iPhone 8 64GB Sprint,,,259,407.96,0,182.2,0,239.95,0,152.32,228,300.3,0,153.1,0,139.65,0,153.46,9/22/17,68
10628,Cell Phone,36157068-3884-432E-9458-F7C0872FA616,Apple,A1905,iPhone 8 64GB T-Mobile,,,259,424.57,0,182.2,0,239.95,0,152.26,228,331.93,0,153.14,0,147,0,153.42,9/22/17,46
10737,Cell Phone,261E9A35-9DB1-43E8-BFA4-E055BA744DB7,Apple,A1863/A1905/A1906,iPhone 8 64GB Unlocked,,,0,486.21,0,242.55,0,183.75,0,10.5,0,379.05,0,10.5,0,162.75,0,10.5,9/22/17,
10629,Cell Phone,758281B3-439A-4263-82F4-2317BD6EAA1D,Apple,A1863,iPhone 8 64GB Verizon,,,0,488.25,0,183.75,0,165.9,0,152.27,0,373.8,0,153.14,0,162.75,0,153.44,9/22/17,38
10641,Cell Phone,9B5C56F9-A5D2-4201-A446-3FC021CEF07A,Apple,A1897,iPhone 8 Plus 256GB AT&T,,,352,693,0,260.43,0,296.13,0,10.5,306,497.89,0,10.5,0,162.75,0,10.5,9/22/17,15
10645,Cell Phone,3145714D-48DF-4342-9CBB-B24577946B6F,Apple,A1864/A1897/A1898,iPhone 8 Plus 256GB Other,,,352,535.5,0,260.43,0,296.13,0,10.5,306,452.55,0,10.5,0,10.5,0,10.5,9/22/17,11
10642,Cell Phone,E8F0278F-F1A9-43ED-97EC-AAE0923350D1,Apple,A1864,iPhone 8 Plus 256GB Sprint,,,352,535.5,0,260.43,0,296.13,0,10.5,306,425.25,0,10.5,0,10.5,0,10.5,9/22/17,2
10643,Cell Phone,3CA6471B-B6B1-4199-95B4-C938D532C173,Apple,A1897,iPhone 8 Plus 256GB T-Mobile,,,352,592.07,0,260.43,0,296.13,0,10.5,306,439.95,0,10.5,0,157.5,0,10.5,9/22/17,1
10740,Cell Phone,4A7CC70C-9806-44CF-9A24-ABFC59FB4D74,Apple,A1864/A1897/A1898,iPhone 8 Plus 256GB Unlocked,,,0,696.03,0,318.15,0,297.17,0,10.5,0,481.95,0,10.5,0,168,0,10.5,9/22/17,
10644,Cell Phone,DEA91D05-92EC-4A3C-95EA-BFB207C5C84A,Apple,A1864,iPhone 8 Plus 256GB Verizon,,,0,719.25,0,349.65,0,288.75,0,10.5,0,586.23,0,10.5,0,168,0,10.5,9/22/17,27
10636,Cell Phone,09F6C149-6EE3-4EA0-BABF-50E5B8DB7BCF,Apple,A1897,iPhone 8 Plus 64GB AT&T,,,321,517.52,0,260.48,0,288.75,0,10.5,275,430.97,0,10.5,0,157.5,0,10.5,9/22/17,91
10640,Cell Phone,B25409A0-D4D6-475E-90AD-0F50238883BA,Apple,A1864/A1897/A1898,iPhone 8 Plus 64GB Other,,,321,484.61,0,260.42,0,288.75,0,10.5,275,386.4,0,10.5,0,10.5,0,10.5,9/22/17,92
10637,Cell Phone,FA38C019-5DEF-4BE9-A810-25489A106E38,Apple,A1864,iPhone 8 Plus 64GB Sprint,,,321,484.61,0,258.86,0,288.75,0,10.5,275,386.4,0,10.5,0,10.5,0,10.5,9/22/17,153
10638,Cell Phone,2A71768F-4BE9-458A-B2C4-7ED7698F4491,Apple,A1897,iPhone 8 Plus 64GB T-Mobile,,,321,517.52,0,259.06,0,288.75,0,10.5,275,386.4,0,10.5,0,152.25,0,10.5,9/22/17,52
10739,Cell Phone,51EB91FB-DB4A-4DE8-9E48-60705BD1C571,Apple,A1864/A1897/A1898,iPhone 8 Plus 64GB Unlocked,,,0,628.83,0,295.05,0,297.17,0,10.5,0,386.4,0,10.5,0,162.75,0,10.5,9/22/17,
10639,Cell Phone,B301AE3A-6A42-450B-9242-C76ED09179FD,Apple,A1864,iPhone 8 Plus 64GB Verizon,,,0,663.6,0,286.65,0,300.32,0,10.5,0,519.31,0,10.5,0,162.75,0,10.5,9/22/17,114
79,Cell Phone,C9A250AA-7EE4-4586-8758-742D2F547B71,Apple,A1203,IPHONE 8GB,,,,12.06,,5.05,,5.03,,5.03,,5.06,,5.03,,5.05,,5.03,1/4/07,1
10373,Cell Phone,497249B5-A371-4BE4-B1F2-39B9A1999CD5,Apple,A1662,iPhone SE 128GB AT&T,,,,91.04,,18,,29,,28,,31,,21,,29,,20.05,3/31/16,2
10515,Cell Phone,16BB7F23-1994-421C-A091-7727A1721859,Apple,A1662/A1723/A1724,iPhone SE 128GB Other,,,,67,,18,,22,,28,,31,,21,,28,,20.01,3/31/16,3
10374,Cell Phone,07351271-5DC5-4D29-A563-95118AADA52C,Apple,A1662/A1723/A1724,iPhone SE 128GB Sprint,,,,67,,18,,22,,28,,31,,21,,28,,20.07,3/31/16,
10375,Cell Phone,6A830BDD-8CED-4D87-97DF-5DBD1931A6D8,Apple,A1662,iPhone SE 128GB T-Mobile,,,,67,,18,,29,,28,,31,,21,,29,,20.01,3/31/16,
10376,Cell Phone,398D5624-DAB0-45A5-A769-68C9D1B7CCFE,Apple,A1662,iPhone SE 128GB Verizon,,,,103.03,,18,,29,,28,,61.55,,25.06,,29,,20.05,3/31/16,1
9738,Cell Phone,E72283A7-53EE-406B-AB8C-8D564B5D1C7D,Apple,A1662,iPhone SE 16GB AT&T,,,0,56.72,0,18.9,0,30.45,0,29.4,0,32.55,0,22.05,0,30.45,0,21.07,3/31/16,22
10512,Cell Phone,29FB2312-3EC6-4FB2-8841-33B29F0D7077,Apple,A1662/A1723/A1724,iPhone SE 16GB Other,,,,53.89,,18,,22,,28,,31,,21,,28,,20.04,3/31/16,148
9740,Cell Phone,3D32A0C5-7337-4115-B90B-ACF3130B55DB,Apple,A1662/A1723/A1724,iPhone SE 16GB Sprint,,,0,56.58,0,18.9,0,23.1,0,29.4,0,32.55,0,22.05,0,29.4,0,21.06,3/31/16,59
9742,Cell Phone,4BC43A62-D163-4904-9945-E068AC2ACD1D,Apple,A1662,iPhone SE 16GB T-Mobile,,,0,56.58,0,18.9,0,30.45,0,29.4,0,32.55,0,22.05,0,30.45,0,21.03,3/31/16,15
9744,Cell Phone,5E435E32-B207-4D6A-906C-5CE224D4A81D,Apple,A1662,iPhone SE 16GB Verizon/Unlocked,,,0,76.67,0,18.9,0,30.45,0,29.4,0,43.05,0,26.27,0,36.75,0,21.07,3/31/16,41
10369,Cell Phone,3CBBCF59-C9A7-4AB5-AE97-135B9F6333B2,Apple,A1662,iPhone SE 32GB AT&T,,,,63.03,,18,,29,,28,,31,,21,,29,,20.04,3/31/16,10
10513,Cell Phone,2CD0A0A3-B733-4A76-92D9-039B12C9766B,Apple,A1662/A1723/A1724,iPhone SE 32GB Other,,,,59.89,,18,,22,,28,,31,,21,,28,,20.01,3/31/16,160
10370,Cell Phone,AA6B7627-9540-4975-A24A-155222D83549,Apple,A1662/A1723/A1724,iPhone SE 32GB Sprint,,,,59.89,,18,,22,,28,,31,,21,,28,,20.06,3/31/16,16
10371,Cell Phone,A6D13DCA-2701-40F0-99D4-9C2F61F8598D,Apple,A1662,iPhone SE 32GB T-Mobile,,,,59.89,,18,,29,,28,,31,,21,,29,,20.01,3/31/16,47
10372,Cell Phone,658E7C05-876D-49F7-B65A-79F864CE05F8,Apple,A1662,iPhone SE 32GB Verizon,,,,85.03,,18,,29,,28,,55,,25.01,,29,,20.06,3/31/16,6
9739,Cell Phone,6A4B8B10-03F3-410A-8825-C0418843DDDB,Apple,A1662,iPhone SE 64GB AT&T,,,0,67.08,0,18.9,0,30.45,0,29.4,0,32.55,0,22.05,0,30.45,0,21.04,3/31/16,6
10514,Cell Phone,9A2EA397-1DBD-43A9-8EFF-ADDCB984D2C1,Apple,A1662/A1723/A1724,iPhone SE 64GB Other,,,,63.89,,18,,22,,28,,31,,21,,28,,20.05,3/31/16,4
9741,Cell Phone,CC754CD3-FBD1-4FC7-AB4A-DCB54D5A3DA3,Apple,A1662/A1723/A1724,iPhone SE 64GB Sprint,,,0,67.08,0,18.9,0,23.1,0,29.4,0,32.55,0,22.05,0,29.4,0,21.02,3/31/16,3
9743,Cell Phone,FC9D6490-837C-46E8-B15D-87F6D1CC1F95,Apple,A1662,iPhone SE 64GB T-Mobile,,,0,67.08,0,18.9,0,30.45,0,29.4,0,32.55,0,22.05,0,30.45,0,21.02,3/31/16,3
9745,Cell Phone,F35F1BB6-8588-4DBF-B7DB-7BFC6D8932DF,Apple,A1662,iPhone SE 64GB Verizon/Unocked,,,0,103.98,0,18.9,0,35.7,0,29.4,0,57.75,0,26.31,0,35.7,0,21.07,3/31/16,14
10684,Cell Phone,2F393B8A-2583-46B8-ACCD-819967195E5C,Apple,A1901,iPhone X 256GB AT&T,,,503,792.78,0,399,0,392.32,0,342.82,425,572.85,0,319.67,0,337.92,0,184.8,3/11/17,19
10688,Cell Phone,B15151B3-8505-486E-87DD-970B82C10B87,Apple,A1865/A1901/A1902,iPhone X 256GB Other,,,503,768.63,0,399,0,375.9,0,324.08,425,486.15,0,319.67,0,337.92,0,184.8,3/11/17,3
10685,Cell Phone,DA41CE4E-1788-4DAC-AF1A-013FB5CCF5DB,Apple,A1865,iPhone X 256GB Sprint,,,503,768.63,0,399,0,392.32,0,324.08,425,483,0,319.67,0,337.92,0,184.8,3/11/17,4
10686,Cell Phone,95B7A771-8E1F-4E50-ABEE-8B311D8D2B22,Apple,A1901,iPhone X 256GB T-Mobile,,,503,792.78,0,399,0,392.32,0,324.08,425,519.75,0,319.67,0,337.92,0,184.8,3/11/17,3
10742,Cell Phone,ABC0969E-4C0F-4D6C-8CCE-4B59B94B3E5B,Apple,A1865/A1901/A1902,iPhone X 256GB Unlocked,,,0,916.53,0,421.1,0,382.25,0,340.62,480,509.25,0,341.72,0,340.04,0,307.48,3/11/17,
10687,Cell Phone,0B79A2C7-824D-4E5B-A07D-9540C19A8A5A,Apple,A1865,iPhone X 256GB Verizon,,,0,931.54,0,403.46,0,432.84,0,359.36,480,782.25,0,341.72,0,358.75,0,307.48,3/11/17,34
10679,Cell Phone,CE6BD436-6E1A-4734-A347-E992DB0A26ED,Apple,A1901,iPhone X 64GB AT&T,,,457,717.39,0,399,0,375.9,0,324.08,379,506.1,0,319.67,0,337.92,0,184.8,3/11/17,40
10683,Cell Phone,FE1E03F5-3773-4407-9AD4-533B1D553A6E,Apple,A1865/A1901/A1902,iPhone X 64GB Other,,,457,695.66,0,399,0,375.9,0,324.08,379,477.75,0,319.67,0,337.92,0,184.8,3/11/17,40
10680,Cell Phone,47246BD0-1353-415C-917C-CAC19B3BB11A,Apple,A1865,iPhone X 64GB Sprint,,,457,691.46,0,399,0,375.9,0,320.78,379,483,0,319.67,0,336.76,0,184.8,3/11/17,85
10681,Cell Phone,A8DEACB9-F0A3-4E08-8DFC-C5A7B193661F,Apple,A1901,iPhone X 64GB T-Mobile,,,457,703.53,0,399,0,375.9,0,324.08,379,483,0,319.67,0,337.92,0,184.8,3/11/17,9
10741,Cell Phone,FB3AEFC9-1CD2-4D82-BA62-5A91607C4191,Apple,A1865/A1901/A1902,iPhone X 64GB Unlocked,,,0,828.44,0,403.46,0,377.28,0,340.62,450,524.33,0,341.72,0,340.04,0,307.48,3/11/17,
10682,Cell Phone,0085CF07-43BA-4FB4-AB99-433A97A90568,Apple,A1865,iPhone X 64GB Verizon,,,0,855.75,0,403.46,0,432.84,0,359.36,450,643.78,0,341.72,0,366.86,0,307.48,3/11/17,61
10403,Cell Phone,674599CB-0085-499E-B94A-74727048066A,Samsung,SM-A310F,Galaxy A3 2016,,,,10,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,12/15/15,
9248,Cell Phone,F2330F76-50A4-4BE5-9550-22C211BA2AF5,Samsung,SM-A500H/DS,Galaxy A5 Dual SIM,,,,20,,4.03,,3,,3,,4.87,,3,,3,,3,10/29/14,
9706,Cell Phone,C32B4615-46C0-48AD-A419-DAACF0B5CFBC,Samsung,SM-A500F/DS,Galaxy A5 Duos,,,,20,,4.03,,3,,3,,4.89,,3,,3,,3,6/11/14,
9702,Cell Phone,FBE83BB0-768F-459D-940A-C9E601B96600,Samsung,SM-A500K,Galaxy A5,,,,20,,4.1,,3,,3,,0.1,,3,,3,,3,1/19/15,
9129,Cell Phone,3FB4C6DB-2CFB-477E-A95B-513C2BFC9275,Samsung,SM-A500M,Galaxy A5,,,,20,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,10/28/14,
9872,Cell Phone,45EB8DBD-B7CA-464A-AB2B-C81E68F0A5A6,Samsung,SM-A500S,Galaxy A5,,,,20,,4,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,11/1/15,
10289,Cell Phone,42AC7233-360A-4BA5-A4BE-8490B85AE189,Samsung,SM-A710FD,Galaxy A7 (2016),,,,62.03,,10,,11.94,,5.95,,10.17,,5.22,,11.39,,3.25,12/15/15,
9640,Cell Phone,BDA30CBA-9386-40F7-AB4B-593D7CC1A427,Samsung,SM-A700L,Galaxy A7 LTE,,,,25,,3.89,,3.54,,3.55,,6.82,,3.58,,3.55,,3.15,11/1/15,1
9903,Cell Phone,31738178-9319-4806-9F88-3C5C7D4C1B1E,Samsung,SM-A700K,Galaxy A7,,,,25,,3.89,,3.54,,3.58,,8.52,,3.6,,3.59,,3.24,1/15/15,
10786,Cell Phone,28FD6D6B-5331-466E-9828-8E877734C45C,Samsung,SM-A9000,Galaxy A9 (2016),,,,50,,4.04,,4,,2,,4,,2,,4,,2,1/15/18,
8783,Cell Phone,B39EC7AE-399C-433B-B6D9-37B744999AA5,Samsung,SM-G850A,Galaxy Alpha (AT&T),,,,41.51,,7.1,,4.61,,3,,40.5,,3,,4.6,,3,9/26/14,9
9247,Cell Phone,C29BBD77-239A-436E-81AE-6E18382189D1,Samsung,SM-G850M,Galaxy Alpha (Vodafone),,,,29.08,,4.11,,3.98,,3,,29.15,,3,,3.96,,3,8/29/14,
8540,Cell Phone,649477CA-508E-46D8-A647-8EEB163E30D7,Samsung,SM-G850,Galaxy Alpha,,,,33.07,,3.19,,3,,3,,7.83,,3,,3,,3,12/9/14,
9869,Cell Phone,199C32BE-023D-4F55-B3D4-FD0EC6407AE8,Samsung,SM-J120AZ,Galaxy Amp 2,,,,33.74,,13.05,,11.6,,8.04,,29.23,,8.01,,8.05,,8.1,3/15/16,290
10541,Cell Phone,D9865E00-0F1E-43ED-804A-BD532206915A,Samsung,SM-J327AZ,Galaxy Amp Prime 2,,,,37.76,,16.38,,18.08,,8.1,,19.23,,8.05,,8.02,,7.1,4/15/17,43
9844,Cell Phone,B5A46726-F85F-4B34-B4B0-7AFC45D6AA1D,Samsung,SM-J320AZ,Galaxy Amp Prime,,,,46,,21.15,,17.04,,14.59,,42.03,,14.58,,15.42,,15.85,3/30/16,165
8463,Cell Phone,3D5E14F7-6543-4FFE-8078-9DB85D0416BA,Samsung,SM-G386T/SM-G386T1,Galaxy Avant (T-Mob/M PCS),,,,23.5,,9.6,,10.04,,9.6,,10.82,,9.63,,9.64,,9.58,7/30/14,129
10540,Cell Phone,71C1F13F-649C-41DC-B30B-9B25205F3FC2,Samsung,SM-C7000,Galaxy C7,,,,48.03,,3.83,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,1/6/16,
300362,Cell Phone,8B1AD4AE-5203-4C4B-A6A7-CAA56C046985,Samsung,SM-G386F,Galaxy Core LTE,,,,11.5,,6.63,,6.65,,6.61,,10.2,,6.17,,6.14,,5.53,11/5/14,
9535,Cell Phone,9959B4C5-E0A2-4D58-A0C2-14CFF6A9B290,Samsung,SM-G386W,Galaxy Core LTE,,,,11.5,,3.87,,3.91,,3.76,,10.2,,3.55,,3.54,,3.52,11/15/14,
9156,Cell Phone,C0A39261-B9D8-4F74-A14D-EACC297038F0,Samsung,SM-G360AZ,Galaxy Core Prime (Cricket),,,,23,,9.92,,9.92,,9.92,,11.5,,9.92,,9.92,,9.39,3/20/15,25
9280,Cell Phone,A5F143B4-E956-4791-98DF-B209AF9AAAA9,Samsung,SM-G360T1,Galaxy Core Prime (Metro PCS),,,,17.5,,9.67,,10.03,,9.67,,11.5,,9.67,,9.67,,9.67,7/23/15,300
9404,Cell Phone,A6C738CB-66E8-4C43-B280-38D23AA26B07,Samsung,SM-G360T,Galaxy Core Prime (T-Mobile),,,,10.03,,5.54,,5.74,,5.16,,6.74,,5.13,,5.11,,5.16,7/22/15,53
9067,Cell Phone,B2D53670-7755-494E-89E7-06F6D99C23F5,Samsung,SM-S820L (GP),Galaxy Core Prime (Tracfone),,,,10.03,,8.13,,8.11,,8.16,,8.18,,8.11,,8.14,,7.68,3/13/15,117
9040,Cell Phone,42062AD7-FFB6-45C3-B87B-F0DDABC847A4,Samsung,SM-G360V,Galaxy Core Prime (Verizon),,,,22,,14.64,,14.64,,14.64,,16,,14.64,,14.64,,13.99,2/26/15,55
8764,Cell Phone,9E4E3E92-F668-45DB-B523-066B8E3529E1,Samsung,SM-G360P,Galaxy Core Prime / Prevail LTE,,,,24.5,,14.64,,14.64,,14.64,,16,,14.64,,14.64,,13.99,2/23/15,118
9537,Cell Phone,43F2A902-1DF1-4830-AD76-903BD9E2E8AB,Samsung,SM-G360H/DS,Galaxy Core Prime Duos,,,,11.54,,5.44,,5.43,,5.07,,5.19,,5.34,,5.15,,5.44,12/10/14,
9279,Cell Phone,8543AB50-7396-4F37-B6EA-40F03F7B354C,Samsung,SM-G360F,Galaxy Core Prime LTE Unlocked,,,,7.1,,5.03,,4.94,,5.04,,5.1,,4.95,,4.95,,4.6,11/14/14,1
9536,Cell Phone,1E59365D-8BC9-412E-B144-629577824E28,Samsung,SM-G360M,Galaxy Core Prime,,,,12.03,,5.09,,5,,5.06,,5.1,,5,,5.04,,4.68,1/16/15,
10391,Cell Phone,2254056A-DAC8-43C4-95EE-1CB6AE9515AC,Samsung,SM-G360R6,Galaxy Core Prime,,,,5.54,,4.89,,4.9,,4.95,,4.91,,4.96,,4.97,,4.5,11/15/14,2
9733,Cell Phone,24122E3F-DA22-4134-84CC-6AB72A7B2FCA,Samsung,(Tracfone) SM-S978L,Galaxy E5,,,,10.03,,4.83,,3,,0.1,,5.63,,0.1,,0.1,,0.1,2/1/15,
7490,Cell Phone,734D0DAA-E357-4340-8681-D7CCA47423A1,Samsung,SGH-T599/SGH-T599N,Galaxy Exhibit,,,,5.34,,3,,3,,3,,3,,3,,3,,3,4/2/13,2
9835,Cell Phone,286665BF-986A-41D6-9376-9195194B3AB7,Samsung,SM-J120A,Galaxy Express 3,,,,32.04,,9.6,,12.75,,8.47,,29.2,,8.44,,8.6,,8.46,4/26/16,331
7102,Cell Phone,A1DD77BE-F46C-44E1-9671-C97E7762C44F,Samsung,I437/I437P,Galaxy Express,,,,12.03,,4.26,,3,,0.1,,0.1,,0.1,,0.1,,0.1,11/16/12,1
10209,Cell Phone,8D4AA97F-D5FE-4CE1-A457-945E701EAC3D,Samsung,SM-J320A,Galaxy Express Prime (AT&T),,,,45.22,,21.18,,18.73,,14.58,,40.02,,20.06,,17.89,,15.83,4/4/16,57
8049,Cell Phone,E729E510-25CF-478D-8E0F-D5BE61E5C578,Samsung,SGH-I437Z,Galaxy Express,,,,10.03,,3,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,11/15/12,
8686,Cell Phone,FF847601-D56C-4548-B816-A4DFBA76E115,Samsung,SM-G7102,Galaxy Grand 2,,,,5.45,,3,,3,,3,,3,,3,,3,,3,7/1/14,
10723,Cell Phone,A29DB7A7-AFFD-43FA-9C55-E6C90D6CE991,Samsung,SM-G7105L,Galaxy Grand 2,,,,5.11,,5.12,,5.05,,5.11,,5.08,,5.12,,5.09,,5.11,5/15/14,
300374,Cell Phone,0D30D6AC-B171-4FA1-A2E4-4770A530239C,Samsung,SM-G720,Galaxy Grand Max,,,,10,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,1/15/15,
9882,Cell Phone,F75B2823-599C-4CF3-8359-54151823A898,Samsung,SM-G530A,Galaxy Grand Prime (AT&T),,,,27.03,,16.54,,16.54,,16.54,,16.54,,16.54,,16.54,,16.54,1/10/14,23
9588,Cell Phone,9EB30862-950E-400E-A458-2C6F96291CFE,Samsung,SM-G530T1,Galaxy Grand Prime (Metro PCS),,,,26.23,,16.03,,16.03,,16.03,,16.03,,16.03,,16.03,,14.92,10/14/14,90
9405,Cell Phone,DA834FEE-EFDE-473F-BEDC-C99A5385AA21,Samsung,SM-G530P,Galaxy Grand Prime (Sprint),,,,24.04,,16.99,,16.99,,16.99,,18,,16.99,,16.99,,16.85,11/7/15,26
9323,Cell Phone,26A5F5BB-C317-4225-B646-1365D7866223,Samsung,SM-G530T,Galaxy Grand Prime (T-Mobile),,,,18.04,,6.54,,7.04,,5.18,,14.1,,5.18,,5.46,,5.18,7/22/15,68
9582,Cell Phone,EF883D1D-E737-4DC3-9679-9FA0321FDE81,Samsung,SM-S920L,Galaxy Grand Prime (Tracfone),,,,12.83,,7.58,,7.58,,7.58,,8.18,,7.58,,7.58,,7.58,1/1/15,46
9325,Cell Phone,B72C0E4D-40F2-49B1-A381-57BF828E071C,Samsung,SM-G530R4,Galaxy Grand Prime (US Cellular),,,,23.5,,10.59,,10.59,,10.59,,14.1,,10.59,,10.59,,7.54,9/25/14,15
9755,Cell Phone,5BD71C54-D0BA-4406-9C99-4EBA53B649CF,Samsung,SM-G531H/DL,Galaxy Grand Prime 3G Duos,,,,12.03,,0.1,,0.1,,0.1,,3,,0.1,,0.1,,0.1,8/6/15,1
8987,Cell Phone,2DC00FDD-AE7B-4F9F-899A-E2322E1F9F56,Samsung,SM-G530H/DS,Galaxy Grand Prime Duos,,,,5.65,,3.52,,3.56,,3.56,,3.53,,3.51,,3.47,,3.25,9/30/14,1
8976,Cell Phone,95C03E3E-721B-4B5D-99DB-B7A818B3C1F9,Samsung,SM-G530AZ,Galaxy Grand Prime,,,,27.53,,16.54,,16.54,,16.54,,16.54,,16.54,,16.54,,16.54,9/30/14,136
9862,Cell Phone,0A1E0404-C90B-4DBE-A902-7ECBE5FAB143,Samsung,SM-G530F,Galaxy Grand Prime,,,,16,,6.06,,6.1,,6.04,,14.1,,6.13,,6.08,,6.05,10/15/14,
10724,Cell Phone,0E1ED5F5-713A-41E9-900A-3E38F6A60709,Samsung,SM-G530FZ,Galaxy Grand Prime,,,,16,,0,,0,,0,,14.1,,0,,0,,0,1/10/14,
9648,Cell Phone,0FCD6FC0-8397-45B9-BDA9-E558F84D00F1,Samsung,SM-G530M,Galaxy Grand Prime,,,,16,,3.43,,3.37,,3.41,,14.1,,3.33,,3.38,,3.25,10/13/14,1
9841,Cell Phone,6603345D-F5CB-4248-8C55-B71C6E7127E4,Samsung,SM-G530R7,Galaxy Grand Prime,,,,17.04,,8.11,,8.11,,8.11,,14.1,,8.11,,8.11,,7.89,9/15/14,6
10466,Cell Phone,D412484C-D8E7-417E-A7FE-5E089FD10CA7,Samsung,SM-G530W,Galaxy Grand Prime,,,,16,,0.1,,0.1,,0.1,,14.1,,0.1,,0.1,,0.1,10/15/14,
10394,Cell Phone,89230DAA-3552-4C8D-81FC-3B1404787ABC,Samsung,SM-G531F,Galaxy Grand Prime,,,,8,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,,0.1,6/15/15,
9627,Cell Phone,86B1C75B-2AF8-4848-B251-67C5EDF1DDF5,Samsung,SM-G531H/DS,Galaxy Grand Prime VE Duos,,,,13.24,,2.89,,2.61,,2.69,,3.24,,2.61,,2.61,,2.61,11/5/15,1
10538,Cell Phone,1E59883B-4310-4BB3-893A-D7AB48E6D092,Samsung,SM-J727AZ,Galaxy Halo,,,,69,,36.57,,38.74,,26.31,,43.58,,26.26,,26.62,,9.7,7/15/17,41
9900,Cell Phone,D7D1B102-C102-4DAB-A6E5-777BD2F445F7,Samsung,SM-J120H,Galaxy J1 (2016),,,,7.68,,4.02,,4.04,,3.9,,8.35,,3.87,,3.85,,3.35,1/15/16,
10489,Cell Phone,27640928-9A67-4331-8875-ED285086F205,Samsung,SM-J120M/DS,Galaxy J1 2016,,,,9.58,,3.01,,3.01,,3.01,,6,,3.01,,3.01,,3.01,1/15/16,
9643,Cell Phone,4011DC37-2612-4831-B4B1-F154ACEF700A,Samsung,SM-J110M,Galaxy J1 Ace,,,,5.04,,6.67,,6.69,,6.75,,6.82,,6.22,,6.61,,5.85,10/16/15,1
9709,Cell Phone,F6B44DD0-8848-4C4D-BC9A-2A6F3EFBCD3F,Samsung,SM-J100H/DS,Galaxy J1 Duos,,,,21.04,,9.15,,9.09,,9.23,,12.06,,9.16,,9.09,,7.1,1/17/15,
9138,Cell Phone,A1AB7626-7BBB-4D55-89F0-DBE720A13C89,Samsung,SM-J100VPP,Galaxy J1 LTE (Verizon),,,,24.5,,11.35,,11.35,,11.35,,12.06,,11.35,,11.35,,11.35,11/6/15,235
9760,Cell Phone,531BC254-412D-4A47-B5A0-A362C9537914,Samsung,SM-J100F,Galaxy J1,,,,16.14,,8.58,,8.57,,8.52,,12.04,,8.57,,8.59,,8.54,9/3/15,1
9538,Cell Phone,7CE1FA00-C8C5-4648-8CD4-F306F3B937C2,Samsung,SM-J100H,Galaxy J1,,,,21.16,,9.12,,9.15,,9.22,,12.07,,9.07,,9.12,,9.22,2/17/15,
9687,Cell Phone,7A1305B6-3D57-4437-87F6-089D03CD5067,Samsung,SM-J100M,Galaxy J1,,,,16.14,,9.14,,9.09,,9.16,,12.04,,9.13,,9.1,,9.15,1/14/15,
9644,Cell Phone,A2BF6FBE-E2B8-40F0-9521-2421E567C173,Samsung,SM-J100MU,Galaxy J1,,,,16.14,,8.57,,8.56,,8.55,,12.01,,8.57,,8.58,,8.59,2/14/15,
9647,Cell Phone,0631B938-1CEF-439E-87DA-E1CF0D8770AB,Samsung,SM-J200F/DS,Galaxy J2 Duos LTE,,,,10,,3.08,,3.07,,3.08,,3.03,,3.06,,3.03,,3.1,9/9/15,
10401,Cell Phone,8CC79340-A826-49A0-B8CF-20F1C78FEBFC,Samsung,SM-J200H/DS/DD,Galaxy J2 Duos,,,,11.31,,3.1,,3.06,,3.11,,4.47,,3.09,,3.09,,3.06,9/15/15,
10400,Cell Phone,136BFF23-7D4D-4258-A899-94A02E7E67B3,Samsung,SM-G532M,Galaxy J2 Prime,,,,13.04,,3,,3,,3,,3.87,,3,,3,,3,11/15/16,
9655,Cell Phone,F6B320B4-53AF-4F2F-B033-26123BD21708,Samsung,SM-J200M,Galaxy J2,,,,26.7,,3.68,,3.32,,3.24,,10.62,,3.26,,3.25,,3.04,9/16/15,1
9881,Cell Phone,E8DC7E4C-0AC8-40BB-BA96-60A94158E3D4,Samsung,SM-J320A,Galaxy J3 (2016) (AT&T),,,,47,,21.74,,15.6,,15.1,,40.02,,18.9,,20.08,,15.81,6/5/16,107
9888,Cell Phone,307C8D12-2564-41D6-8DB4-1C4703C9002C,Samsung,SM-J320R4,Galaxy J3 (2016) (US Cellular),,,,44.5,,12.05,,4.07,,3.2,,38.01,,3.2,,4.1,,15.01,4/15/16,20
10299,Cell Phone,A1946B8B-9E64-4715-8C28-D1D4BE1674CE,Samsung,SM-J320VPP,Galaxy J3 (2016) (Verizon),,,,44.5,,16.61,,6.04,,3.7,,38.09,,10.85,,10.8,,15.02,5/16/16,53
10435,Cell Phone,1241F8A0-7EE0-4712-901E-E93CE2C23215,Samsung,SM-J320FN,Galaxy J3 (2016),,,,28,,6.52,,13.02,,3.46,,25,,3.48,,13.53,,3.48,1/15/16,
